"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-BMP-PATHWAY",6179.24008634814,6398.12498250159,-0.179834291552075,8.6215916034955e-23
"PID-CASPASE-PATHWAY",6574.13180118718,7050.38263169745,-0.439399717612572,2.14939541634635e-127
"PID-CD40-PATHWAY",6819.50039574698,7314.24713995224,-0.282714523834654,7.69262214134801e-54
"PID-CD8-TCR-DOWNSTREAM-PATHWAY",8817.46708505784,9139.43427680891,-0.233656678223707,2.47398917338139e-37
"PID-CD8-TCR-PATHWAY",8767.0446232141,9175.76349016909,-0.288801884707068,4.17913319387458e-56
"PID-CDC42-PATHWAY",7347.52276720351,7411.17139628474,-0.0617747392695764,0.000736472818148637
"PID-CDC42-REG-PATHWAY",5827.84715997707,6073.92491935284,-0.18753621947358,1.21084928760264e-24
"PID-CERAMIDE-PATHWAY",6382.06560132233,6661.99642852754,-0.192879774249373,5.66303288006034e-26
"PID-CIRCADIAN-PATHWAY",5221.09480947952,5623.48660026932,-0.24056800100369,1.80190527104553e-39
"PID-CMYB-PATHWAY",6433.2835227293,6264.77514502124,0.145837274742257,1.59739185566648e-15
